customer_id,loan_amount,loan_term,credit_score,income,employment_status,debt_to_income,default_probability,default_status
19,36379.638867181835,36,663.3582091634282,56017.65082019093,Part-time,0.14063746779268804,0.21094775375309743,0
20,28815.44447997063,36,671.1911764571627,39673.144810634294,Self-employed,0.5600258069221321,0.4026651828002209,0
21,71984.7315338233,48,702.8878396200971,74336.84423799155,Unemployed,0.24141217481264599,0.318170881521207,0
22,46613.355492701965,24,699.701249684615,52297.59289564906,Full-time,0.7650801680210664,0.5304208860197135,0
23,51012.92307031886,48,712.7118680513439,46191.32301500557,Part-time,0.6187352583946861,0.46131643241021936,0
24,28628.77720679815,24,675.3234886979861,79311.09125927417,Full-time,0.6176730147278172,0.4296127931600554,0
25,41834.25913212226,36,626.3834522356676,50267.27329585979,Full-time,0.9162173991249154,0.6230923261046413,0
26,51663.83884564799,24,773.4980037587576,64888.19757396697,Self-employed,0.6724185204838325,0.4673558456573004,0
27,32735.09633866546,24,630.3271122188271,81463.73665279787,Unemployed,0.14733906313602652,0.21902077434758888,0
28,55635.47027518508,24,740.680886036449,62487.52626333553,Full-time,0.17395697088358675,0.23800183106981843,0
29,40990.419651217926,60,684.7934477819566,51805.95984324743,Self-employed,0.2746206406087631,0.2793662695042877,0
30,45624.593753100846,60,709.989873041815,69444.9158998629,Self-employed,0.0379422742277693,0.16113309805942636,0
31,40974.40081655905,36,733.12311905447,12761.24848333723,Part-time,0.36503369752629133,0.40696633437645646,0
32,77784.17276763407,48,677.1822967956156,75429.48380644113,Part-time,0.3829040290082367,0.4098631612046172,0
33,49797.541628930994,24,631.6150822243673,44535.2939800721,Part-time,0.7094702043125332,0.5337428827870859,0
34,34134.3360656615,60,750.0003245326099,62214.76570908708,Full-time,0.328191293000908,0.26872783698355523,0
35,62338.173681547836,48,733.4329613543867,60896.768244487896,Self-employed,0.8565315165615561,0.595330119696824,0
36,31687.345250434668,24,703.6058779849606,66796.32007068332,Self-employed,0.384197601682998,0.3087077175296554,0
37,53132.95392507133,48,741.2458657669598,66373.74669090717,Unemployed,0.9993773164456856,0.6455015239759092,0
38,20604.948141803365,12,716.4079625193922,42943.851589802754,Part-time,0.4750762325807475,0.3273269352942015,0
39,30077.209266523543,24,697.2581553265628,48669.28770460843,Self-employed,0.8874059134416181,0.5593998642260151,0
40,52952.91853803685,48,689.9717915074312,44129.39599495677,Self-employed,0.22085973597190944,0.27452778087750795,0
41,61076.99869993116,24,592.5051901657436,52084.991915532744,Self-employed,0.0034919483058379885,0.2175344478561473,0
42,52570.524217849554,24,713.379179578509,27013.163831835307,Unemployed,0.5130994248460811,0.5113710591938273,0
43,48265.27576417639,12,649.2044961233535,6421.736362273645,Part-time,0.5149097089109163,0.527001952848046,0
44,45483.444566160666,48,721.9864311502365,69081.10743016539,Part-time,0.9549868724103012,0.6150107140101132,0
45,27822.17014448859,36,685.4377001466305,89784.22423216116,Full-time,0.19528971249182048,0.2131300328452036,0
46,39202.33687407937,60,613.6062870687033,37923.29981702895,Full-time,0.19714799528698657,0.26294002154848717,0
47,43090.41843560319,24,696.8485079248766,73695.81597439434,Full-time,0.4194499402363592,0.35159725865306724,0
48,65856.83339328374,24,677.5266036814941,33031.660608844235,Unemployed,0.5176249076569351,0.45324371927630996,0
49,55154.27434352692,24,768.9143987157122,59264.86427267131,Part-time,0.6418061273710449,0.4606972855668628,0
50,23554.39766955899,24,599.8802114420046,71893.39766104429,Part-time,0.29477137828207955,0.2854471348648834,0
51,54861.25954092192,60,658.505988975473,95348.77740657095,Self-employed,0.2649380115983626,0.3118257107081259,0
52,44223.76579375525,36,641.0982988296488,61733.942520585384,Unemployed,0.8404881098258453,0.58465584147147,0
53,39846.169995410615,12,739.4902388429088,36708.60434338174,Full-time,0.49515708045499063,0.3674562479118043,0
54,59175.14433261302,36,710.6245129069135,60483.745894217005,Part-time,0.9315383073871845,0.6348014376653951,0
55,65464.99283743926,60,737.3512026252263,63876.36499316652,Unemployed,0.6834114857267553,0.5135989275836285,0
56,63969.20178674298,48,644.2648060220469,108911.87271212606,Unemployed,0.0624471832072524,0.23397479298727697,0
57,37411.73715166042,12,651.8268140679602,105288.79286737644,Self-employed,0.10724441759267422,0.20050865980221788,0
58,45361.81436223178,12,702.9098808985965,74124.63847674319,Full-time,0.8695725728853199,0.5789972312039975,0
59,54968.95147105346,48,786.7448479307709,48332.55218506454,Unemployed,0.2106501569333652,0.23826485488850918,0
60,64633.17690683539,24,727.1828646265982,63177.06596997306,Unemployed,0.1679814676283755,0.25791786412727735,0
61,42812.38643232065,60,656.1322850077736,36349.04407403896,Self-employed,0.8876395341439913,0.5999418908429012,0
62,47215.115350042746,48,710.8956740001755,42851.76756787209,Part-time,0.9544760387738547,0.6222516413596763,0
63,33404.97538990958,36,729.7932843506346,82983.00046269485,Full-time,0.6523387002835397,0.4366908338849946,0
64,32056.90063878994,36,632.0256737405538,77571.90487968882,Part-time,0.10157722618046217,0.1941658057348823,0
65,62187.88733591297,48,687.2457405448878,70969.05909118899,Self-employed,0.02208259285623626,0.19460043817453035,0
66,70343.60042856235,60,690.9680349648479,50220.07694253466,Full-time,0.5988286219049409,0.4979313172769232,0
67,48919.848176294996,12,789.7838113205288,25557.287014831134,Full-time,0.05895034228487106,0.2492116633784696,0
68,65052.99346838036,12,704.8101527896515,57825.361417467684,Full-time,0.548252713643271,0.4570286518348866,0
69,55424.54037571451,24,783.1864537753044,38884.98822316045,Unemployed,0.40182835503210657,0.3360590932582807,0
70,40323.203680923136,60,662.59233497236,42118.88678471549,Self-employed,0.03266038454203124,0.16512484146109463,0
71,55420.934082626205,36,727.3903652635117,72426.01735485715,Unemployed,0.9540248910066049,0.6324396353909143,0
72,73070.54849698953,36,630.657793073214,107949.56030640376,Self-employed,0.00893801564886354,0.23037090733724214,0
73,49462.60941335073,24,730.7804346180425,57928.59318653616,Unemployed,0.3541695530641884,0.3193625645885984,0
74,73469.6548372101,36,680.6541873144498,64015.66112064135,Part-time,0.8056366123419707,0.6113379113674238,0
75,10703.823438653832,24,683.760188342377,39267.49995920152,Self-employed,0.974481298378912,0.5690991366695357,0
76,62328.53756562836,24,735.6400936870219,43217.14967065143,Unemployed,0.04516487555852011,0.18882493338796336,0
77,51305.706023572566,48,740.6729699789064,57731.578802073825,Self-employed,0.9507773824938652,0.6177553869381118,0
78,45514.88974301199,12,715.2486899599536,9003.643770581308,Full-time,0.33646543521126515,0.4082629734698552,0
79,51376.41164803253,60,790.3852231423202,39260.210689862855,Unemployed,0.15847347187826866,0.2036676599107193,0
80,20186.46628098661,60,703.4287959899582,71460.05291743147,Self-employed,0.8236375267632685,0.5054903155836227,0
81,46704.92168243732,12,716.3562812953147,93697.05835280259,Full-time,0.6426060874255803,0.4633106029702777,0
82,55356.6885726762,60,713.231860462404,68314.92884059998,Self-employed,0.0992548933309253,0.2100746927335772,0
83,72168.41067112274,36,735.0653601884306,45683.60112856387,Part-time,0.6183427482407324,0.495302609939546,0
84,42225.94672589529,36,701.2069490274502,35096.579556204466,Full-time,0.8165988851216925,0.546857900002655,0
85,37872.595956602185,60,648.8600657444966,55054.89465700962,Self-employed,0.5489807189842775,0.4233773456800716,0
86,42473.64434623195,48,718.9353483857101,56251.054742370434,Unemployed,0.342639239017972,0.30392678151573715,0
87,63731.03176553111,60,623.2172140211505,44016.78858365074,Self-employed,0.21381475258675797,0.31683590745311374,0
88,54931.266644895266,24,742.8467609869409,75753.71402585294,Part-time,0.7505124115800528,0.5240835532663839,0
89,42053.59694349442,24,758.619956899861,33441.99031219186,Unemployed,0.3991772589430579,0.3169249299403865,0
90,57699.01149670034,12,675.7224526878168,46060.52834640431,Full-time,0.8319346994967457,0.5947390263098402,0
91,51456.16324022061,36,674.0325154139114,52694.0976073982,Part-time,0.7641845301194103,0.5489927677532696,0
92,64529.674857993334,48,602.388307959839,103861.88371860051,Unemployed,0.752409877195128,0.595304903600882,0
93,39469.203591839716,60,697.3063364750424,78004.82888270327,Unemployed,0.7939399221039837,0.5314333367902013,0
94,45085.067801033474,24,719.1516370170508,69058.8432619136,Unemployed,0.555622291955364,0.41556250448263954,0
95,44118.377703017635,36,716.6234200235455,75629.4045512791,Unemployed,0.7796013151859877,0.5265379875359217,0
96,28047.275778018222,36,713.4594752248429,64551.537487619644,Unemployed,0.8787897561650541,0.5451405295568025,0
97,54441.80415596864,48,686.7861240222524,65343.92207312752,Part-time,0.30096327912655274,0.31871574823075827,0
98,53915.82908269834,48,745.5457707895059,55838.90774941324,Part-time,0.25178806795905295,0.27170904822146646,0
99,50076.70184963691,48,651.6890296669056,84268.9661838805,Part-time,0.4587717467093334,0.40165235717506576,0
100,46481.1929993728,48,652.949485509277,62950.61840221851,Self-employed,0.5527937795519735,0.4410140083168135,0
101,28769.438869243786,24,632.5300522184792,50687.00473129794,Self-employed,0.028139204088524217,0.15068846079421178,0
102,43690.320158519615,48,667.1671907297938,79334.15874705584,Part-time,0.181779191368571,0.2447548939177634,0
103,44859.282252098456,36,642.7656756972355,56011.06374532303,Part-time,0.02223481217640244,0.17619390670249435,0
104,37965.84096167571,36,585.5659872918255,59372.89297876881,Self-employed,0.5617052620197363,0.4529421357361921,0
105,47580.71432500986,60,663.9024964521057,55912.08470712319,Full-time,0.7711176528485557,0.5483920745462592,0
106,56060.762852218075,36,740.5830919583082,92008.03887380281,Self-employed,0.8264722510549356,0.5651456177925192,0
107,78292.78851815795,36,714.4858979375721,57616.181318692834,Unemployed,0.5584457058505621,0.4850862852570253,0
108,52618.66719247759,24,731.4478304962629,64785.20783281687,Self-employed,0.041147360715802384,0.16892089456239717,0
109,53863.25586084147,36,726.3999724810562,7492.556172701414,Self-employed,0.5907240185141189,0.5480339855310856,0
110,48883.311263507494,12,683.8435830957701,57678.9457789326,Part-time,0.3993611315187783,0.3578677035243059,0
111,21218.431770514377,36,688.5741039021804,63527.435119207985,Part-time,0.8488254913382348,0.5255499350638988,0
112,49602.291868261746,60,664.1069821470999,88908.43994380566,Part-time,0.4065593994343544,0.37008174449111897,0
113,50903.4531491154,60,712.3871521462904,73119.15180385244,Unemployed,0.7182070719831964,0.5109514778729962,0
114,86948.6316872793,48,842.9317276004019,58821.96903200884,Unemployed,0.19474096999572654,0.273838029245003,0
115,47114.58552828316,24,634.8140418046494,56133.307259628215,Part-time,0.9233532980152884,0.6341552594079745,0
116,54523.210135004185,60,749.8890791792306,12714.557768557032,Full-time,0.2952710658217964,0.39308592438845913,0
117,49479.32345442135,12,673.3494827223627,47030.615786291215,Self-employed,0.0057996910516211475,0.16609504417197596,0
118,32469.82943570702,12,772.6740446001608,61573.90272831187,Full-time,0.08156871758688489,0.13384254690116165,0
119,67142.34221772531,48,718.3998999505192,18571.70929321237,Part-time,0.2293639853427497,0.39682125894300024,0
120,61278.99549030161,24,671.3209125544896,66689.12060120271,Self-employed,0.16548526982245682,0.2702748395083809,0
121,61865.47920564571,24,688.2071371947641,85895.87427090222,Part-time,0.1904562960989813,0.27779287475359515,0
122,36359.18817807891,36,735.8323314742428,87089.84638589813,Full-time,0.5792418736392898,0.4038548290033508,0
123,71041.91466404148,12,784.4887762348811,44992.24206087055,Full-time,0.47336100409273385,0.4025865945617658,0
124,28972.234058115788,12,740.3283716376213,91443.99182901793,Part-time,0.7120600848257748,0.453855102660893,0
125,58802.85640700405,12,677.7879866553064,57122.66157498253,Full-time,0.7903331389288462,0.5753948325855924,0
126,82856.83438714968,12,724.3829357229299,41311.10027724628,Part-time,0.5166860551133815,0.4697356287953793,0
127,35141.955123039676,60,779.8575839107867,51567.06360265711,Part-time,0.5928851079302363,0.39223279733454774,0
128,41505.53405595842,24,723.24939115303,60926.20394224754,Full-time,0.7757205493866991,0.5169624732950737,0
129,51494.77047631462,36,693.5354220716177,15632.301035093406,Full-time,0.08989281011675454,0.3048321561667819,0
130,42447.86518825701,60,629.3195378175199,80862.89409040725,Part-time,0.433975685354981,0.38213101384763365,0
131,26740.04853400801,24,761.4766107419645,21713.588471148905,Part-time,0.5284152309401318,0.44987803590464026,0
132,51028.44462209041,48,693.5437493856995,55806.09792336486,Part-time,0.5978873271078858,0.4578937348396876,0
133,34065.44429410843,12,664.5902478191641,80756.82885657607,Self-employed,0.5424926126705728,0.4067989229892618,0
134,57103.88645952773,36,736.6293227304002,59572.705413531,Full-time,0.3507842763258051,0.33082561190726706,0
135,36208.63648649295,24,738.6008517219218,70328.0892977558,Unemployed,0.2875029769306192,0.25667754263032394,0
136,73249.01607526309,48,653.8479350591199,85618.95579521687,Full-time,0.44077922202386133,0.4382156667773224,0
137,38251.20061495644,12,662.2787536148056,76427.57559170868,Full-time,0.06658770186274887,0.17805852357408525,0
138,45169.07725691487,48,728.1484828901841,65258.992398007475,Unemployed,0.47116593626385084,0.3702307652311428,0
139,62202.758260545044,48,760.4483953310666,115344.59019987336,Full-time,0.9657134709205526,0.6398264718609785,0
140,31537.03525349067,60,683.519081982384,31440.875167988488,Full-time,0.053896238693622256,0.15056070549656192,0
141,53411.899019061944,48,689.647430788963,68173.26894225505,Part-time,0.15294370054166595,0.24160567347660672,0
142,69607.14131423642,60,665.4727275375699,71557.27051188388,Part-time,0.630349899775165,0.52149005886603,0
143,25887.75148158159,60,761.5830903642166,24371.42040291404,Self-employed,0.7073868989416129,0.5376205559378909,0
144,52769.507877984564,48,732.8355481998366,47753.084820589334,Unemployed,0.47527200773027434,0.3857802748211657,0
145,53898.24191372635,24,644.2526576320387,39049.02372689365,Full-time,0.9168188673309399,0.641023132899454,0
146,61727.34307665966,48,783.0438699515344,60984.0009587013,Unemployed,0.48170899704998627,0.38865686833229995,0
147,31445.73933682877,48,850.0,52266.68531555099,Part-time,0.10935554948078163,0.11756925341404836,0
148,30193.150803735854,24,610.0191239281852,99248.91511927091,Unemployed,0.4789860472223958,0.3871450983356932,0
149,57829.12348425346,12,717.4450715003096,82203.0283430774,Unemployed,0.5147205921876248,0.4212203352440249,0
150,54454.77009849779,36,622.6782211169186,66091.93052033901,Full-time,0.4287546570535774,0.40594933377217757,0
151,53757.39275518815,12,685.1730355516153,59119.79222485897,Self-employed,0.9145790767845728,0.6247414018838935,0
152,55196.72314245463,48,626.6504605115903,15344.077186159775,Self-employed,0.4792300406184796,0.5312264809535708,0
153,39799.62917632264,12,773.514671152361,25521.323873983587,Self-employed,0.6924408619854838,0.553632536199074,0
154,53483.80545741505,36,681.5984163437331,68734.83552244164,Unemployed,0.5086447917612039,0.4225269463068019,0
155,54396.08709948022,12,750.5426220431835,64115.36937216107,Part-time,0.7265209413520102,0.5082189641319897,0
156,39284.72872960448,36,708.612963988338,24662.61201145243,Self-employed,0.10891599947174857,0.2844409248356876,0
157,77986.61766717135,12,785.2077963138013,72362.90519585674,Unemployed,0.9449114998269479,0.6519897865882526,1
158,57107.49381367681,60,639.4878940461241,51688.40092822512,Unemployed,0.6117532978836344,0.4966414932796711,0
159,32130.44754196027,48,590.3284338657242,37812.71490457531,Full-time,0.307752502670285,0.3125631704678906,0
160,59848.30412950744,36,671.0697574302394,64708.61802397375,Self-employed,0.2333124910671972,0.3014183965452537,0
161,35379.77494659018,48,681.3133580575368,71378.01895474174,Self-employed,0.7377198399330039,0.500960066929669,0
162,61806.26905613678,60,620.3585369038408,46548.89913997262,Unemployed,0.26731127677667677,0.3407741630810335,0
163,67378.93368511106,12,721.4632261010377,72718.13774154754,Self-employed,0.4488749682020515,0.405935996525416,0
164,37689.76522472434,48,719.0892772661616,44660.67584885526,Full-time,0.6167069325287635,0.43133689588977164,0
165,64450.64193866483,12,766.6656705950746,49317.92081562317,Full-time,0.8577557202624075,0.5880825365194153,0
166,56191.71390404747,12,751.7411754473769,10090.526086924605,Self-employed,0.8292513865160567,0.6627396027216226,1
167,62330.90239991735,48,675.0465963253282,66729.72005848294,Unemployed,0.6670938437833311,0.5218281462095627,0
168,78451.89473980921,36,642.1392761916999,26944.68070500125,Part-time,0.26498547908749925,0.46498224677184086,0
169,46319.17825995694,36,614.2821119015989,40197.024563187995,Part-time,0.1619211486549984,0.25931452651955894,0
170,38693.95753463766,48,690.1307063732473,49749.9483586587,Part-time,0.545440589158979,0.4082424982403112,0
171,36657.28355561715,36,689.2599033596546,82012.651561659,Self-employed,0.8815181390888241,0.5725245808884993,0
172,37762.845725518426,24,719.2600687171828,48856.17627471572,Self-employed,0.4083256789807397,0.3272303241351584,0
173,48843.47435878844,12,618.4517880000122,83414.47896527027,Part-time,0.7369989521515258,0.5503857746115172,0
174,55117.279622249654,48,707.0193057053752,29795.80802547792,Part-time,0.8320375002161512,0.6782462890960749,1
175,54150.36198995029,60,726.3798621541072,69754.73009231253,Part-time,0.26253712057139234,0.28452206166410327,0
176,62407.74873554036,48,667.5886377569578,76976.37525829577,Unemployed,0.9643448227672357,0.6733193133067139,1
177,50195.02837816861,48,728.1898616865983,58349.90170752651,Full-time,0.2550223740586225,0.27219583953597637,0
178,71803.01115735975,12,687.9706204984832,81421.73762920866,Full-time,0.5893766842118561,0.49721413878483545,0
179,46030.147501430656,60,759.2492968072937,53312.43131294006,Part-time,0.6680022163728196,0.4590616588957098,0
180,90802.53749884429,12,771.6899435702686,61384.767847184805,Full-time,0.5530059259768483,0.48658442214237874,0
181,59385.01021647509,36,701.3740758781059,5000.0,Unemployed,0.6215556738113635,0.5835936479284116,0
182,37142.63665375576,48,742.9805694722776,49891.38230731194,Full-time,0.21116238649774532,0.21878262311191962,0
183,33936.612529083315,12,632.4160911751535,37411.48019940096,Self-employed,0.14433317044462135,0.21916123167133056,0
184,57237.08622864778,24,676.2523055867105,78647.05931665405,Unemployed,0.015437404971243018,0.18537385472956783,0
185,46648.05822011224,48,718.3506423399174,76523.18083178668,Full-time,0.6087964454525292,0.4455668328610646,0
186,60710.007411381375,36,677.6432955277216,83580.75565595776,Unemployed,0.9239620125822448,0.6460761863765319,0
187,57098.56436860317,12,686.124276721073,13009.671078414423,Unemployed,0.6806405027360839,0.6141085522066763,0
188,48907.56631014691,12,651.2879259744847,63669.95678024479,Unemployed,0.6510166072626383,0.4955823722608913,0
189,37298.094228973925,24,786.6176305171938,66663.12255659912,Self-employed,0.5325747644307449,0.3639317050307044,0
190,27277.291629712032,36,652.1978551655559,22411.046377202576,Self-employed,0.6181426420863869,0.5355539569696881,0
191,43302.275718994686,24,738.56146193012,30943.329042188547,Part-time,0.7231751665730523,0.4887152394771992,0
192,62845.981914852084,48,674.74845161328,103037.13545944096,Full-time,0.15117888075842867,0.26500923998590753,0
193,53211.40616195306,60,731.0652842140261,75088.09543244597,Part-time,0.730359360455223,0.5148514801100535,0
194,31313.91831932018,12,668.5729544467788,52873.94904039961,Self-employed,0.15523847962574977,0.2062205475617775,0
195,52597.71388776773,24,682.3043372531688,81973.60727294066,Unemployed,0.29437356117229696,0.31336244936053165,0
196,55779.76069593255,12,720.1721964286239,35777.395016551396,Unemployed,0.3393203532839276,0.3284298084234202,0
197,36742.138456983004,12,730.3344593772803,65271.2327487757,Unemployed,0.2856160754788989,0.25980705669804083,0
198,52305.87658918292,24,743.9129575181576,74531.38207183305,Unemployed,0.5245921153898706,0.4054849172303348,0
199,50873.13077669,12,701.4308617007199,31665.74642888651,Full-time,0.5551441885411353,0.4333434970236859,0
200,32855.44553254065,36,753.7385594751403,41266.684583091075,Part-time,0.8195741923464098,0.5105021474291442,0
201,55366.81040522425,36,711.6223870641596,59331.01036468692,Part-time,0.5771623095736211,0.4496339075739283,0
202,58411.76789552352,60,692.4929020082303,83539.55660752005,Part-time,0.996453938020241,0.6723258131618111,1
203,66245.76864762916,36,742.2662845710365,92941.85082027904,Self-employed,0.6948245856722195,0.5190797266509911,0
204,65807.03078052355,24,705.3678690251887,91938.93728724644,Part-time,0.7295894896971238,0.5490023085822676,0
205,29334.959480643633,36,711.8996658724334,75168.32155290547,Part-time,0.9978101291835105,0.6077932868721576,0
206,35932.62440127316,60,650.6236815556014,61188.69518851702,Unemployed,0.23415628610095163,0.2614438712873489,0
207,57725.529008129895,48,667.8768320604357,116748.91688094847,Full-time,0.6466969510378101,0.5050261400586428,0
208,57706.78926368313,48,720.3803910892904,64903.97478658118,Self-employed,0.88796627597864,0.6065311197569443,0
209,57725.715294590715,24,655.8621419054947,71716.43827573408,Self-employed,0.9679409855017967,0.6700175081017181,1
210,107790.97235982082,60,701.4247713056026,83781.4556834342,Full-time,0.4465060582972493,0.4928623297571381,0
211,58563.35766039751,36,605.1326155336687,41680.23598232051,Part-time,0.43088450814722445,0.42161165465489137,0
212,67033.48460270898,60,795.2636439569134,80448.58634900756,Part-time,0.09473829543273582,0.2013402463919992,0
213,64310.02645239804,12,733.7157200776666,42872.34676057693,Full-time,0.9042495899818921,0.6230300405947725,0
214,59770.868769586974,60,677.5309746654069,79435.6133395327,Full-time,0.9367614292640922,0.6506384613837993,1
215,45270.96133039481,36,775.383922540841,81468.70911920923,Self-employed,0.8845139981185305,0.5599320407961127,0
216,61384.53830739901,24,655.4033469483387,73139.58481856792,Full-time,0.2253694047687238,0.30621619829067315,0
217,38407.621781936425,12,671.9447513042055,64615.081074184636,Part-time,0.3017063862951205,0.2924157998735402,0
218,46447.72089889987,60,725.376112457685,89465.87841348235,Part-time,0.9484149203071883,0.6124206792395084,0
219,42719.54678256345,48,746.5680896795134,30300.969526198714,Unemployed,0.6142137793306789,0.4301575869833706,0
220,51228.112090794835,36,671.378404839552,49990.21306662111,Part-time,0.6323494975325425,0.48358428027893297,0
221,84719.87850010264,24,722.9373255311605,42874.04249444367,Unemployed,0.4170054870958,0.42414710944586514,0
222,21991.02211112378,36,716.8273766359988,56554.86609288198,Self-employed,0.6152113987264203,0.40001415208145813,0
223,60293.9028556177,60,698.7461451671962,57223.8778379763,Part-time,0.16052286833107943,0.25585064163415827,0
224,25809.261932155227,24,672.8689256439037,56471.53101520504,Full-time,0.9493640071309111,0.5907118271956192,0
225,42921.0220131585,48,742.1181805110805,110729.69061815062,Self-employed,0.9455339908251836,0.5978387919803341,0
226,66334.25895451049,12,599.2488342962122,49664.7324957675,Self-employed,0.8571196755109023,0.6524105977385768,1
227,50964.200286431944,60,706.9559367467581,57251.810406943696,Self-employed,0.2559912330392161,0.2819400400936508,0
228,33833.82833106041,24,665.82386051214,98743.20651590792,Part-time,0.8760089058265597,0.5726452512073498,0
229,39270.444361100475,12,693.9123696034113,77408.40727133345,Full-time,0.700114983547031,0.48535751882174866,0
230,60193.96623402014,24,665.3006980985514,67919.73861538692,Self-employed,0.24621956973970183,0.3106610998475089,0
231,39044.50052424295,60,639.6605234491161,89597.63866542665,Self-employed,0.8353312768402752,0.572241721850763,0
232,53246.878843729624,24,667.7283211594781,40214.096857796285,Self-employed,0.09094630682914406,0.2182475215894938,0
233,50683.5775985572,48,672.2636956716393,84365.72896555142,Full-time,0.7170945404232241,0.5245458088008577,0
234,40225.99478591274,24,688.4272021963528,88294.74223482613,Unemployed,0.9974190093957267,0.6379152389255606,0
235,82159.16133987988,60,699.4068383667359,92049.47174308701,Full-time,0.43111426330038527,0.4346366040147757,0
236,59508.78533477017,24,731.3477398938702,71832.4514819762,Unemployed,0.6216314733260346,0.47297958373478666,0
237,19622.861200135892,12,774.0958441283763,51920.59957212888,Part-time,0.21645731227760923,0.1750758897651214,0
238,52796.814721541414,12,703.3876739570668,83858.5934594872,Full-time,0.4665135259232194,0.3921639655112137,0
239,40073.20302847418,36,647.8039629247253,35278.1645234419,Unemployed,0.1082363752208193,0.2077904253310943,0
240,62786.50002194336,36,738.784856895399,75213.50388926228,Unemployed,0.6953792975658882,0.5137045190466858,0
241,38112.188923509486,48,713.250645283014,69766.07982368657,Part-time,0.772762705391163,0.5123327686215045,0
242,48278.95337799651,12,650.1251874737472,66572.61110057872,Unemployed,0.5883513283583413,0.4634153209447101,0
243,57574.80918470686,36,703.7755787377993,58903.74895787278,Full-time,0.7410970517112188,0.5388706610476416,0
244,62986.327912551824,24,733.8000233801758,92173.21431411631,Part-time,0.6898266150280187,0.5131405002917764,0
245,31995.553894163357,48,657.7333359832131,71599.41851499843,Part-time,0.9229385612056846,0.5953755389427279,0
246,44982.481462385775,60,671.7834280188873,78431.09920836394,Part-time,0.47855299099151116,0.3940474845954772,0
247,42875.82033258566,36,703.7876629988871,62207.64614262899,Unemployed,0.5384277099176429,0.408133618169852,0
248,40200.06151139432,36,685.461842992033,83494.68521791868,Unemployed,0.37215805420593406,0.32631120721956186,0
249,76481.81360421646,12,622.6257655445536,53337.382916783754,Self-employed,0.35283857594464907,0.41206445498273797,0
250,56074.725664414334,48,817.2499254290108,37093.34450173488,Part-time,0.8177459522037014,0.5329315454564937,0
251,31086.740684974324,12,669.8760103616563,50031.9010114767,Self-employed,0.9288693394721917,0.5921077837018058,0
252,63767.92920582164,12,664.9736428629728,48075.232558145726,Full-time,0.30975763498906084,0.3496969875923654,0
253,81832.3429551895,48,681.1184023189038,14693.518781616614,Self-employed,0.4193586971152474,0.5347555245338559,0
254,65486.97890826721,24,694.408842951601,60317.885763082886,Part-time,0.3523156588551144,0.36371038980714576,0
255,27209.4505106898,36,715.5296539568553,32969.31349649839,Self-employed,0.8546502944228461,0.5306423558848553,0
256,42736.48890700623,12,646.0023598608545,54459.4454262528,Part-time,0.9478039389709494,0.6335559073500855,0
257,69003.66723779934,36,762.3216974305512,60904.796774800314,Unemployed,0.9019937144571326,0.6208872108203282,0
258,39384.958015718286,48,628.3068213912466,46736.22344999618,Unemployed,0.013223425272288702,0.1659973299798549,0
259,56657.291422193426,24,677.1622797953379,63267.32671621373,Self-employed,0.17273772252504516,0.262533524181332,0
260,61619.510801440054,60,737.6759404121161,56510.14858523344,Unemployed,0.8951653779602643,0.6116668231604246,0
261,36096.04292632875,24,734.5877666050156,39867.67195371284,Full-time,0.5252285915448196,0.37677446649597074,0
