tenure,MonthlyCharges,Contract,Churn,latitude,longitude
4,21.09958286584805,Month-to-month,1,48.167529860399846,16.477861560565305
54,33.68856300688073,One year,0,48.297704329599085,16.461394574174054
63,110.00186418481051,Two year,1,48.105047469169655,16.435525097171926
18,107.38900775625153,Month-to-month,1,48.150529206124254,16.282109537303512
44,79.74131021703083,One year,0,48.204014812222226,16.473545588605827
34,80.05168604336534,Two year,0,48.20439060069571,16.229252307739163
62,86.50366745462554,One year,1,48.21778661498911,16.455998764967635
14,37.53712786234496,One year,0,48.25033523440458,16.298448021706083
48,111.44119459249598,One year,0,48.22469556610386,16.216131693498593
15,61.87705248920731,One year,0,48.2200562921056,16.400807095272224
62,58.31385282494975,Two year,0,48.11070289258261,16.269383978494787
40,71.89177052828376,Two year,1,48.17530605755786,16.27307133775939
53,24.696596677505504,Two year,1,48.146411147940235,16.29181414986863
24,36.62833687560794,Month-to-month,0,48.153074022320396,16.219105430250753
26,93.80336164263704,Two year,0,48.21086749486807,16.253138143259477
60,28.279866792512646,One year,0,48.13990106298592,16.201541888275667
41,80.31521094663881,Two year,1,48.15878982020338,16.333622856331736
29,44.534910968132095,One year,0,48.14741694170347,16.22527661322539
15,58.929561404197656,Month-to-month,0,48.28970058864363,16.40479578151326
45,48.86937367706999,One year,0,48.28893314643422,16.270686855357493
65,55.567271646494916,One year,0,48.22198831171921,16.483072243210554
71,91.90459051842456,One year,1,48.284904493746374,16.461375488219595
9,49.7121715623175,Month-to-month,0,48.25716252909367,16.28683226849046
1,76.64046402968972,Two year,0,48.21798957656036,16.434964636397005
8,67.60504021990997,Two year,0,48.10128704229936,16.44097347139944
63,86.36711653626482,Month-to-month,1,48.25450325721588,16.495968934234323
11,113.6829739324758,One year,0,48.240497668317694,16.379351996053707
8,93.25720972102503,Two year,0,48.22305073065648,16.224589720393098
35,41.494037859075675,Month-to-month,0,48.252084862336496,16.394051168677915
35,23.118313506128466,Two year,1,48.20258443295495,16.38749392451281
33,46.22640442998251,Month-to-month,0,48.240816654264265,16.39150517322613
5,79.50779307002549,One year,0,48.287034417345296,16.292143694431264
41,25.142581348425033,Two year,0,48.175161003169215,16.4579038755241
28,69.63662472012363,Month-to-month,0,48.241624366980126,16.487841654886623
7,79.68428489168892,Two year,0,48.19513756360219,16.265313753893444
12,53.424389081696084,Two year,1,48.234879930362794,16.226445647440993
34,97.09122037458219,Two year,0,48.25257866711087,16.258360509950545
33,30.65982531337718,Two year,0,48.10909050008716,16.446165641776716
48,27.513778173580874,Month-to-month,0,48.229320088789734,16.402993390445953
23,92.81887562036033,One year,0,48.14534823688139,16.390814202701737
62,69.54913162061985,Month-to-month,0,48.23400650756151,16.320537940532827
37,88.84023964277361,Month-to-month,1,48.19366603718676,16.37334839145343
44,63.48273386037462,Month-to-month,0,48.25471054837298,16.29236223758231
35,44.64020332391068,One year,0,48.12468016304112,16.343160023825387
65,101.91023176741997,Two year,0,48.22526447033124,16.437918908511197
47,99.94158789689793,Two year,0,48.15569414578551,16.494372479236638
3,89.46964708544267,Two year,0,48.270596399066115,16.47974667707694
1,47.21451372299627,One year,0,48.28567670112726,16.480159782853875
5,79.0230666869087,Two year,1,48.299279658735806,16.320667120454132
14,56.09738969400268,One year,0,48.25920148048545,16.340636964152036
27,29.158207332663416,Two year,0,48.2507468140856,16.411690618910693
9,111.73135754622427,Two year,1,48.14310015177351,16.476657578415384
15,33.68186309189614,Month-to-month,0,48.16720141179802,16.242598277805623
42,115.02373538208025,One year,0,48.19313650835245,16.291272559148158
51,64.60057729579557,Month-to-month,0,48.25467620955645,16.241774053378233
63,38.513292883861965,Month-to-month,0,48.28299317301559,16.383602558987835
52,74.1900947378358,Month-to-month,0,48.137827820004595,16.29189029906626
4,107.29458358764083,One year,0,48.28447349693402,16.297832355753773
23,93.22248864095612,One year,0,48.23912493047081,16.221274787846394
15,100.65611478614497,Two year,1,48.22215414613701,16.304938818542276
43,85.87833667107174,Month-to-month,0,48.13996825425639,16.458748952220475
29,89.22765645178525,Two year,0,48.11110500656183,16.26992184356725
36,104.91956515653193,Month-to-month,0,48.213692979701584,16.40855623986302
13,44.966800885918595,One year,0,48.230303136665775,16.388888503481578
32,68.94249636431405,One year,0,48.14215628987094,16.459045382510734
71,42.120944181960226,One year,1,48.21129124116509,16.23968638429531
59,118.7668007996647,Month-to-month,1,48.27129868055251,16.493276988103514
28,114.40593396866133,One year,0,48.267013189091,16.37478859381211
66,23.942681136850588,Month-to-month,1,48.28547103611726,16.498642245704044
42,90.55751725156884,Two year,0,48.173177161911376,16.473454417759754
45,112.52483174156659,Month-to-month,0,48.16360991451018,16.26645518163393
62,38.057534512733355,Two year,0,48.24988520119616,16.216848602970995
57,76.79452305526294,Month-to-month,1,48.1862224810194,16.27669172813861
6,111.54882975880419,Two year,0,48.11750973280556,16.358269094699825
28,23.394597858579885,One year,0,48.1565602261341,16.251478910119555
28,89.742026724684,Two year,1,48.1837164571063,16.250237923355396
44,49.734900737255074,One year,0,48.15850328509525,16.338778064131546
30,112.43961953765304,One year,0,48.16644111418947,16.209980391350808
62,117.10582451653677,Two year,0,48.15875518123488,16.23656642475968
62,114.42664891134339,Month-to-month,0,48.10829983343662,16.324758401822383
1,67.42142166574638,Month-to-month,0,48.22741894016489,16.218938972762388
27,106.20426509893134,Month-to-month,0,48.21945848407069,16.31902651693666
62,104.45493985350704,Month-to-month,0,48.230676699695735,16.342201879784533
3,51.91004732432556,Month-to-month,1,48.138461979206724,16.335379984221934
70,102.89154741506773,One year,0,48.159130908322496,16.460752457220927
27,23.700763471549262,Month-to-month,0,48.22392318538898,16.35901873651552
9,79.6269878482053,One year,0,48.21992551369198,16.340394138743413
62,43.000883728770305,One year,0,48.201266061870854,16.3232127736175
37,32.05668857772788,One year,0,48.17008265000204,16.445287013491345
51,27.695320162920915,Two year,0,48.28258620095494,16.46851698119995
44,89.62887758781397,Two year,0,48.16795404845977,16.455972740759137
24,53.98749637680661,One year,0,48.19112383128745,16.402063973439418
59,92.47667715287615,Two year,0,48.23562276619084,16.2412085237906
32,26.535634079894237,Month-to-month,0,48.208604286173355,16.283060990847602
52,51.52903378306104,Month-to-month,0,48.16937719527288,16.213818919104593
62,73.94912923753373,One year,0,48.1871289580913,16.479247222497033
58,99.07231648389636,Month-to-month,0,48.2588961635707,16.398239558907274
52,51.87525029320699,One year,0,48.155625831097325,16.42390886529397
12,82.58913764370091,One year,0,48.128451047955366,16.293471521874668
39,108.5977748236187,Month-to-month,1,48.162632640365956,16.453696056683203
2,81.58631881823047,Two year,0,48.26990684309758,16.277880985112542
3,43.29594747536338,Month-to-month,0,48.11779794297127,16.200493127133733
56,22.4400781556538,Month-to-month,1,48.298339214674485,16.31292448875621
59,107.00988739009298,One year,0,48.20820057978553,16.371228444287723
2,22.126941085038712,One year,0,48.296969148793416,16.343611457389656
2,107.47016726841994,One year,0,48.28779928441719,16.45862284277298
54,72.8937134027212,One year,0,48.19056274284218,16.23162158578685
1,113.90676985128962,Two year,1,48.13969821492107,16.366147032190117
19,99.87832357736654,Two year,0,48.132976955313026,16.35389380494627
2,119.79341105333374,Two year,1,48.14799787277399,16.28441789465165
53,55.071181545171015,One year,0,48.24202652811291,16.4466684337731
44,96.71882889311269,One year,0,48.1545899989463,16.425854596764662
32,60.193091360924214,One year,0,48.16828505392086,16.419857756199548
70,67.98756203039088,Two year,0,48.189755760798924,16.462857743480868
32,82.750546321837,One year,0,48.282646536084286,16.416835380186455
68,107.36771141863387,Month-to-month,1,48.13787868357697,16.269552387514416
55,118.40834691992951,Month-to-month,0,48.10100531052196,16.411668813494906
56,96.82734138645182,One year,0,48.112019282075636,16.292310844016953
17,61.77667821673337,Month-to-month,0,48.28095326833602,16.27265239510424
38,62.13570022770702,Month-to-month,0,48.22950329296867,16.221901077869887
24,93.75823015888915,Two year,0,48.154608123865565,16.423208574104304
69,43.87771457683023,One year,0,48.13543850020224,16.413300288584942
70,31.047411313139467,One year,0,48.15885334732742,16.270349843302228
11,55.462215764077655,Two year,0,48.12295938545026,16.424813705017247
16,48.72389916540817,Month-to-month,0,48.28830658205688,16.475352264928066
59,49.63081204559901,Month-to-month,1,48.25684123487305,16.232408687247474
70,43.36077510499099,One year,1,48.19247823538251,16.269790991516032
3,24.20931896363619,Month-to-month,0,48.272992521023035,16.425078238226195
20,21.787393473341382,Two year,0,48.14989164085865,16.28235200205212
59,118.77223897360315,Two year,1,48.24342411369444,16.387399192285116
36,62.77731337358623,One year,0,48.271226499802744,16.224349267339115
19,58.432664715968166,Two year,1,48.171353742324655,16.33566074373106
67,87.96472826930699,Two year,0,48.251492889090144,16.421727426597887
19,41.825388786506416,One year,0,48.15901446985286,16.405954182912975
20,114.99611839502253,Two year,1,48.15977142705181,16.444521630202743
71,98.6345014415552,Two year,1,48.12141143571084,16.46323563798095
52,28.941100231225953,Two year,0,48.18801160930188,16.431955050377628
33,61.75807757849284,Month-to-month,0,48.245942381299486,16.401476322881678
40,107.91183075621647,One year,0,48.28804416111426,16.209516747544807
39,114.47320222914102,One year,0,48.220759398385816,16.360490002022832
1,66.74015112498697,One year,0,48.272627107547144,16.211309317474456
11,81.34113892107078,Month-to-month,0,48.26449892985804,16.442420345134806
57,36.70339460920752,Month-to-month,1,48.13466861059506,16.296217357337987
50,119.11686261369765,One year,0,48.197163485782525,16.368728812235375
23,43.16717013834434,Month-to-month,0,48.12338470710508,16.28383359219567
31,114.27317741351257,One year,0,48.23643063231233,16.43475004331409
42,84.96466489923685,Month-to-month,0,48.289979933649214,16.46595075799257
7,80.77367948788591,Two year,0,48.12741789161575,16.31959274826392
16,71.26885110165085,Two year,0,48.246776626160504,16.458876718053297
60,43.066981171775865,One year,0,48.226447630173574,16.2801225022369
2,37.65280320055083,Month-to-month,1,48.21672100740162,16.360398276922655
1,42.048620907017536,Month-to-month,1,48.178024046937665,16.45762842895161
48,38.64382621442545,Two year,0,48.17102632955076,16.297764402784736
12,97.95844735667534,Two year,1,48.10904983780378,16.486212679523426
69,55.01252591667301,Month-to-month,0,48.1435817416504,16.236563850534413
37,25.784267656339637,Month-to-month,0,48.10303537645736,16.20548252091705
32,116.91026301408114,Month-to-month,0,48.2162834211164,16.471240605773456
9,108.37858849634257,Month-to-month,0,48.12117064717558,16.22059459984436
19,112.77522831952129,Month-to-month,0,48.27460387880594,16.49756675878425
48,119.49078226464353,Month-to-month,1,48.20462860413943,16.48541905859373
3,37.389524921948734,One year,0,48.23993798181174,16.241106273010896
20,59.62420189026587,Month-to-month,1,48.1821714183681,16.36127538770777
24,95.82384757040913,Two year,0,48.21211596180021,16.255476089240144
54,89.60206180537922,One year,0,48.28853183539332,16.328446551909035
33,35.389590633985506,Month-to-month,1,48.116546807924735,16.21842753877795
24,101.58331249906178,Two year,0,48.15078755438474,16.267177376338978
36,42.44405718366607,One year,0,48.255997665382104,16.30898183891967
38,42.381761482262306,Two year,0,48.11974744137653,16.331594250073817
25,73.69744228934135,Month-to-month,0,48.11513222078082,16.49324887746267
18,79.29399348417031,Month-to-month,0,48.17230827975081,16.442359693705193
66,78.00862078378111,Month-to-month,0,48.11843359169449,16.421222983293582
54,29.148683739775485,Month-to-month,0,48.217015688441236,16.36111239442259
35,107.74608626303804,One year,1,48.14525505016332,16.4519993281813
61,46.560004258870606,One year,0,48.27913959263987,16.301796850696714
41,32.95149212828042,Two year,0,48.25670001616905,16.412669733831994
33,108.87480798689772,Month-to-month,0,48.23994104121989,16.49813519261345
68,115.56514982297534,Two year,1,48.2233888054769,16.294388672680558
33,106.21276172654507,One year,0,48.27269314606829,16.40220526046519
14,100.95160747248781,Month-to-month,0,48.144612412308554,16.453294459245715
21,85.52419806390218,Month-to-month,0,48.27462176855284,16.4747422750052
48,75.08573706091393,One year,0,48.25789845968481,16.41537980728203
20,28.698675991141016,One year,1,48.24963216527753,16.28508237702514
8,60.845321307069874,One year,0,48.212251135614984,16.297884645470685
7,57.2688517012314,One year,0,48.14924883219412,16.20622740963719
67,45.97537837603262,One year,0,48.18470958319838,16.428265793301453
17,92.3420113688585,Month-to-month,0,48.258714130907755,16.212821881818584
33,69.58757350787708,One year,1,48.10635569687147,16.459395706380825
48,28.104621590764793,Month-to-month,1,48.25641015385275,16.23559818434236
59,42.01832019498113,Month-to-month,0,48.148014148097516,16.251562953640775
22,88.32587636595959,One year,1,48.128861840144324,16.342957941249672
30,27.61308594903002,One year,0,48.12314026363606,16.42136412455062
38,105.12069140487687,Month-to-month,0,48.105450002390164,16.241700661559722
51,69.51465270139744,One year,0,48.20471729704429,16.33202132251995
54,68.0586577326648,One year,0,48.14365197453875,16.344855382323033
8,79.24077846595176,One year,0,48.297886353155924,16.263685692500577
27,102.46809659251491,Two year,1,48.21488735117444,16.23466751300419
27,54.780920790219305,Month-to-month,0,48.1275770538712,16.450926276895693
21,87.80161525590636,Two year,1,48.237752508162274,16.35073969492883
30,76.5731963995791,One year,0,48.27954871330194,16.204314370795245
28,46.70282701694213,Two year,1,48.249035899073924,16.44089439039273
64,107.8629986355158,One year,0,48.11528797220789,16.494238141624376
69,99.74260216069281,Two year,0,48.27917683623853,16.381777858624275
61,85.84518346584255,One year,0,48.25878587717199,16.35111251612522
48,105.05817290942419,Two year,1,48.13166078002112,16.46352475891349
19,106.72942009598023,Two year,0,48.110357177746565,16.48575503690538
4,90.83629767150347,Two year,1,48.21146211506286,16.42636107477074
35,103.7013328363672,Month-to-month,0,48.131207162268,16.333635878920287
64,89.74714616692836,Two year,0,48.26691819051905,16.377666419799432
49,88.01407717603004,Month-to-month,1,48.171666931334336,16.4102806095054
17,81.86113782151844,One year,0,48.282578488947316,16.25828207130054
44,95.27166395576413,Two year,0,48.2131376344282,16.33416030966493
30,35.86051052930737,One year,0,48.136534476847935,16.448946379415187
46,108.08707591989284,One year,1,48.12791977347196,16.396417604549534
6,107.1843527745232,Two year,0,48.21529448751155,16.323361220163555
37,22.924728303455915,Month-to-month,1,48.25237672237249,16.399008760204403
24,102.58167505647627,Two year,0,48.25630112954843,16.235466723621737
46,32.88698674734452,One year,1,48.15515148088826,16.320449283169463
53,53.51188542591419,One year,1,48.140849351782435,16.43793856138892
60,94.35082562916078,Two year,0,48.10335126089848,16.266152636140994
63,36.07598960483082,Month-to-month,0,48.23583983024023,16.255788452267225
32,101.79670241190622,Month-to-month,0,48.11531365168671,16.48524559797493
33,103.21341779577419,One year,0,48.184152240353185,16.26296928887587
67,70.74677337608362,One year,0,48.220336432803656,16.27827557389505
18,20.63858717168336,Month-to-month,0,48.287421788983934,16.4908847816713
25,48.70381331749128,Two year,0,48.16236042739116,16.420412571079506
54,81.69269183757422,One year,0,48.1499544324893,16.409878959907058
58,118.11861780274235,Month-to-month,0,48.230832030857215,16.455877915156375
67,83.18135270166684,One year,0,48.22384780641072,16.234746924671036
46,45.98035810641598,Two year,1,48.16642195666162,16.411786870974
24,83.40057030996113,Month-to-month,0,48.285620367101956,16.351106582798472
32,73.99853797158555,One year,0,48.268972465497924,16.44874519208524
47,97.98453951511436,Two year,0,48.14479650917302,16.35244251559956
23,30.69806388269584,One year,1,48.14782850908691,16.38607240628067
66,96.1027902502028,Two year,1,48.202460069377416,16.34332263791986
27,74.12665786761103,Two year,1,48.25471442034614,16.343447677066752
2,116.29920038589947,Month-to-month,1,48.1088080758777,16.43039099341855
17,54.187216603868606,Two year,0,48.23866703074694,16.388569920194186
33,83.26218931339481,One year,1,48.229647179476416,16.38997896048282
9,113.20281055100175,Two year,0,48.1462960191826,16.33508474514946
43,30.250972799067924,Two year,0,48.23627060264827,16.359332848901257
48,113.72284872364511,Month-to-month,1,48.28803663825041,16.423715299861435
39,88.78857223008133,Two year,0,48.10935716899436,16.447782275733577
42,26.78370591051719,Two year,0,48.16393041105841,16.408968420643212
26,50.096356694681624,One year,0,48.18763534333327,16.477221896653706
50,90.81720886452815,Month-to-month,0,48.27985207178494,16.44609722644416
25,26.73506014687717,Month-to-month,0,48.29245228932183,16.368559136942856
24,78.21704601762733,Month-to-month,0,48.188823049299266,16.40142182179312
13,54.588305695295674,Two year,0,48.25000568242844,16.47789248307636
60,82.0915517767477,Month-to-month,0,48.2063322047529,16.385750413272916
7,24.574203381251287,Two year,1,48.20755658694827,16.44744208439395
57,107.15368061523763,Two year,0,48.155619903013275,16.406643151076995
36,117.3488969177397,One year,0,48.14339124917278,16.36558090831814
45,116.88778552856915,One year,1,48.15760106918481,16.272551458624605
20,94.96518317429248,One year,1,48.211265601451416,16.327799255840528
65,33.0086240130632,One year,0,48.10583103720442,16.490322847450116
8,95.82631959290225,One year,0,48.28144978887128,16.39732961498178
16,22.45869164588015,Two year,1,48.13125674190996,16.369318614101697
14,22.212355152899725,Two year,1,48.14401773537428,16.479886987658467
15,52.36102191495412,Month-to-month,0,48.20365523528953,16.375953534311233
66,68.86431904046657,Two year,0,48.24202295326745,16.357824755525222
32,97.04074178077931,Two year,0,48.11914581094888,16.427793256545062
63,88.32953766065052,One year,0,48.16353893950943,16.413799685695963
51,64.59027063767483,Two year,0,48.29373492111487,16.25794800252253
25,47.362666628166586,One year,0,48.15246859335619,16.341392482372235
58,119.71245001577111,Month-to-month,0,48.162610029012626,16.341754632845877
63,62.6181302235973,Month-to-month,0,48.2672996981236,16.313467354573003
62,65.13870243296755,Two year,0,48.11004288633809,16.355188044645676
22,36.36238211916692,Month-to-month,1,48.192922633761796,16.32393221931814
58,99.48095487499293,Two year,0,48.17592335289034,16.259803646841355
58,89.36822257814886,Month-to-month,0,48.16331735198173,16.323709946182404
49,42.07696127887604,One year,1,48.15713991880895,16.22168308427195
52,28.23810456158427,One year,0,48.11827482097208,16.372735758832324
42,88.0499302074713,One year,0,48.16296516587033,16.456096364682335
70,85.45112142811352,One year,0,48.108610480543135,16.417586125306368
15,47.32595269982093,Two year,0,48.25619277272889,16.308118212016232
54,115.08635622504103,Month-to-month,1,48.1796455587916,16.22612136167319
60,35.10578917809002,Two year,0,48.188780766463985,16.26064481976758
8,63.23348010426019,One year,0,48.27871891729002,16.36364710214845
53,114.36159201675989,Two year,0,48.23161099677224,16.26211712501491
60,61.97273169261223,Month-to-month,0,48.101611820668424,16.36319193338549
5,83.85259476640856,Two year,1,48.288634964592255,16.26947970742917
68,59.75943979627943,Month-to-month,0,48.147428893195546,16.45467716084282
6,47.421520234867,Two year,0,48.121522836951975,16.319181441852137
47,118.39776479598282,Month-to-month,0,48.25362563567617,16.273665187783347
55,60.9334006315043,Month-to-month,0,48.20009546317334,16.44369785407412
40,109.40992036791344,One year,0,48.186754113203605,16.302851689441635
52,42.99546058910862,Month-to-month,0,48.14990061593655,16.233446306351635
16,41.31047040250833,One year,0,48.20949429797246,16.37112284742109
13,23.113408288451136,One year,0,48.15487692104052,16.374469261331395
30,85.1666825375885,One year,0,48.280316601057415,16.41440870257072
19,56.852634372376116,Two year,0,48.14304089594664,16.272065829962514
17,106.4358249839637,Two year,0,48.27687103009115,16.333131401727673
63,67.32099066915572,Two year,1,48.21188108514547,16.284710375712795
19,116.81934279147217,Two year,0,48.265697626779044,16.224286120834705
58,38.55255157031212,Month-to-month,0,48.24256919917219,16.462984148104766
55,106.86231679556109,Month-to-month,0,48.239339022287346,16.418660941346502
62,97.65968527917417,Two year,0,48.16486916153901,16.29043891783764
23,97.0921844644052,Month-to-month,0,48.14677938629444,16.379811897861597
9,104.47832281168877,Month-to-month,0,48.14217724553616,16.260379136440342
12,96.10239909429988,One year,0,48.271438331411915,16.46707098653873
1,82.62203216314154,One year,0,48.2640853640518,16.234471903008572
58,33.12448776823876,One year,1,48.18811470560246,16.20115114365234
1,23.25261794912519,One year,1,48.126480922699294,16.350602459321756
34,112.08478478156869,Month-to-month,0,48.17645045039549,16.37493834703586
48,81.6650314520738,Two year,0,48.22386869082738,16.37368959608874
1,99.65372909761763,Month-to-month,0,48.19088063089599,16.21635357823135
16,68.15223515125501,Month-to-month,0,48.2560378536966,16.29421314207553
61,31.730818896239448,Month-to-month,1,48.29952456445027,16.349759684052398
64,32.51857922025504,One year,0,48.13822641768978,16.26497375568817
63,88.55652872289714,One year,0,48.191930163931914,16.46178776564577
69,63.030589489946266,One year,0,48.186196780384165,16.22613278683843
22,40.05247267003367,Two year,0,48.16089850654979,16.34621533250161
67,69.15945467414369,Month-to-month,0,48.13961910334406,16.407424817253947
26,26.420893707513407,Two year,0,48.11313842329793,16.278525330040345
16,78.19714019143987,One year,0,48.27742386344474,16.387272221099256
51,46.89934044350977,Two year,0,48.18396973953726,16.448815545042713
57,99.75591006371882,Month-to-month,0,48.19937910370001,16.257101092528515
29,51.03619589235738,Month-to-month,0,48.28338840964018,16.475166177547457
69,65.52201490818013,One year,0,48.25525809550319,16.366067559798708
47,21.162053990810065,One year,0,48.126100252823434,16.289769601290317
62,27.24468877945589,Two year,0,48.21308399352155,16.329257482614683
69,59.24935564066848,One year,0,48.18845045530391,16.293657565135916
16,67.99388347171235,One year,0,48.25944221451575,16.417533347979994
48,80.00205481193038,Month-to-month,1,48.24484650952239,16.438890199024538
39,49.16625787093032,One year,0,48.238081144382214,16.449881217695598
33,89.49818861265426,One year,0,48.16810896709598,16.49573047487572
23,106.01223971892045,Month-to-month,0,48.26099274607985,16.437385287749006
10,97.98509888933498,Month-to-month,0,48.11047825911897,16.38041522120657
69,23.961882534835716,Two year,0,48.131924980286435,16.301766089517535
34,68.0506947257829,One year,0,48.16712465459558,16.363378634613223
52,30.493017841817487,Month-to-month,1,48.11536148821386,16.212320451837122
10,44.204501586252746,Two year,0,48.146998855506936,16.423447522658975
19,118.66625932671465,Two year,0,48.26603019659958,16.33378666352763
58,34.24955429015132,One year,0,48.28965030755801,16.206006968919656
1,69.88881534513561,One year,0,48.16092047115484,16.218752082453122
69,81.81557343181191,Two year,1,48.15290316079777,16.316239939146527
4,90.2464970544104,Month-to-month,0,48.15597853044929,16.37502645570553
16,75.96486834869141,Two year,0,48.15554381747017,16.339261184685636
24,20.977084741918365,One year,1,48.1071860364372,16.385761295187645
2,52.64613082439919,Month-to-month,0,48.28538326926622,16.344088277637407
32,71.77116433847115,Month-to-month,0,48.14273962831407,16.398511153644403
24,28.786649914483334,Two year,0,48.18400081481628,16.265737819401238
12,55.06269312091808,One year,0,48.10193737654819,16.233852956155086
50,23.320310879136656,Two year,0,48.27159101818301,16.3789301863877
35,27.857849715502073,Two year,0,48.24623146889098,16.345406855080892
33,59.69232762015961,Two year,0,48.28935120703474,16.20806029621348
33,33.271575404306034,Month-to-month,0,48.25632309583928,16.31414456564791
61,76.75408482615582,Month-to-month,0,48.16274130241041,16.2318376756473
51,88.94649691372658,One year,0,48.14957467174568,16.359407049525807
43,100.05866991090829,One year,0,48.239543261510654,16.318733303898128
12,40.01502442448101,Two year,0,48.1728225550021,16.383945573330905
67,36.74825822590698,Two year,0,48.213243003150524,16.441680665631072
65,30.456784033440023,Two year,0,48.10125149420529,16.289900605152447
33,83.64302495436367,One year,0,48.11237714033609,16.488630631249507
40,90.64757264869012,Month-to-month,0,48.20707358823633,16.360690350176274
43,23.158614482564204,Month-to-month,1,48.213214329289634,16.385487239626435
44,113.62122462436898,Two year,0,48.250290588891865,16.404201711967723
29,25.197128365147243,Two year,0,48.126393063924795,16.400019458957278
13,74.12963353010704,Two year,0,48.202636616751356,16.35329122291352
12,90.90605194509165,Two year,0,48.13888952888634,16.328629287334405
46,107.09691237460856,One year,0,48.11863922391254,16.216134589253212
2,91.40869321324278,Month-to-month,1,48.18209915881211,16.20662575359035
35,100.17280830697918,Two year,0,48.13266732961781,16.30738835835983
8,53.94501925428061,One year,0,48.14435639563846,16.30009826719011
26,101.48251137465122,Two year,0,48.1635109159739,16.3163085464517
34,28.011484638467515,Two year,0,48.15187768014864,16.241510460266458
7,109.48166560605276,Month-to-month,0,48.11751825948119,16.421450481161052
68,74.75923761537362,Two year,0,48.11798324897194,16.45708932443287
58,101.72977699624937,Month-to-month,0,48.13864988304683,16.48161439061221
29,65.23182845183001,Month-to-month,0,48.11011183759191,16.34770869105589
36,84.35776951965249,Month-to-month,0,48.22529140393539,16.410259709737627
21,72.64026609361133,One year,0,48.15746534330178,16.456665337030763
36,93.15895217553319,One year,1,48.155949193553816,16.325487333328045
