loan_amnt,int_rate,grade,annual_inc,dti,fico_range_low,delinq_2yrs,open_acc,revol_bal,default_status
20000.0,13.99,2,70000.0,16.9,680.0,0.0,20.0,31200.0,1
4200.0,13.44,2,102500.0,26.21,700.0,0.0,14.0,11947.0,0
19000.0,14.85,2,75000.0,13.09,665.0,0.0,15.0,17771.0,0
15850.0,23.13,5,45000.0,34.85,755.0,0.0,18.0,8799.0,0
30000.0,15.77,3,175000.0,18.5,725.0,0.0,9.0,21831.0,0
1500.0,6.49,0,45000.0,16.11,745.0,0.0,12.0,3717.0,0
25000.0,5.32,0,150000.0,9.54,795.0,0.0,7.0,19339.0,0
20200.0,18.49,3,60000.0,34.84,720.0,0.0,10.0,8284.0,1
23975.0,19.89,4,70000.0,33.2,685.0,0.0,10.0,44807.0,1
15000.0,10.78,1,65000.0,29.28,720.0,0.0,18.0,24723.0,0
10000.0,10.78,1,41600.0,15.78,695.0,0.0,18.0,12958.0,0
15000.0,8.49,1,110000.0,13.24,670.0,0.0,16.0,19029.0,0
23100.0,20.5,4,110000.0,20.43,660.0,0.0,11.0,20594.0,1
27300.0,17.27,3,65000.0,25.63,660.0,0.0,14.0,31035.0,1
25000.0,11.48,1,135000.0,4.65,705.0,0.0,16.0,7340.0,0
15000.0,10.78,1,40000.0,10.17,670.0,0.0,7.0,12272.0,0
10000.0,16.59,3,30000.0,30.84,715.0,0.0,19.0,6118.0,0
18500.0,12.88,2,70000.0,13.2,675.0,0.0,9.0,15883.0,0
5000.0,7.91,0,32000.0,13.73,685.0,0.0,7.0,5552.0,0
9000.0,9.17,1,50000.0,11.98,800.0,0.0,5.0,7518.0,0
11000.0,6.49,0,85000.0,15.0,755.0,0.0,12.0,9488.0,0
20000.0,6.49,0,55000.0,29.15,750.0,0.0,9.0,4851.0,0
15000.0,5.32,0,80000.0,20.18,775.0,0.0,30.0,41593.0,0
12000.0,5.32,0,53750.0,15.3,700.0,1.0,8.0,3172.0,0
8000.0,10.78,1,45000.0,21.23,670.0,0.0,28.0,11141.0,0
12000.0,10.78,1,40000.0,31.95,665.0,3.0,16.0,11008.0,0
18000.0,7.49,0,75000.0,25.65,715.0,0.0,12.0,7758.0,0
3600.0,11.48,1,85000.0,17.44,675.0,0.0,12.0,6952.0,0
7200.0,17.27,3,20000.0,13.21,705.0,1.0,8.0,7302.0,1
15000.0,13.44,2,77213.0,18.17,670.0,0.0,17.0,59237.0,0
5000.0,9.8,1,72000.0,6.52,710.0,0.0,11.0,4838.0,0
11550.0,16.59,3,38000.0,21.07,700.0,0.0,9.0,7179.0,1
33600.0,10.78,1,104000.0,14.01,690.0,0.0,14.0,28475.0,0
17475.0,13.99,2,39750.0,23.58,695.0,0.0,7.0,10987.0,1
9000.0,8.49,1,47000.0,8.43,675.0,0.0,12.0,9747.0,0
12000.0,9.8,1,65000.0,23.84,785.0,0.0,18.0,9786.0,0
4000.0,9.17,1,44500.0,15.83,670.0,0.0,4.0,502.0,0
10500.0,15.77,3,70100.0,8.51,660.0,0.0,5.0,8280.0,0
14000.0,9.8,1,100000.0,15.97,685.0,0.0,7.0,34250.0,0
6000.0,7.91,0,105000.0,14.45,685.0,0.0,9.0,8353.0,0
15000.0,9.8,1,92000.0,13.89,680.0,0.0,7.0,12703.0,0
12000.0,9.17,1,39400.0,26.32,705.0,0.0,18.0,10495.0,0
10000.0,11.48,1,33000.0,21.75,710.0,0.0,12.0,8052.0,0
4200.0,13.99,2,32000.0,31.02,705.0,0.0,10.0,1294.0,0
35000.0,20.5,4,120000.0,35.69,700.0,1.0,25.0,13993.0,0
5475.0,18.99,4,108000.0,33.47,670.0,4.0,11.0,3045.0,1
6000.0,13.44,2,38700.0,23.26,690.0,0.0,4.0,1960.0,0
24000.0,9.17,1,75000.0,10.11,660.0,0.0,14.0,11763.0,0
10000.0,12.88,2,60000.0,3.3,715.0,0.0,5.0,6727.0,0
6900.0,19.89,4,80000.0,9.57,665.0,0.0,10.0,4091.0,0
15975.0,16.59,3,58800.0,20.45,665.0,0.0,11.0,9196.0,0
21600.0,13.44,2,54000.0,17.64,690.0,0.0,9.0,26438.0,0
14400.0,19.48,4,73320.0,17.02,660.0,0.0,9.0,12105.0,1
8000.0,13.99,2,42000.0,23.26,705.0,0.0,8.0,4414.0,0
7000.0,13.99,2,83000.0,21.96,680.0,0.0,11.0,17866.0,0
20000.0,10.78,1,55000.0,36.94,740.0,0.0,18.0,24365.0,0
25825.0,26.06,5,68000.0,31.68,675.0,0.0,18.0,20769.0,1
24575.0,22.45,5,92000.0,24.16,725.0,0.0,8.0,25225.0,0
3200.0,8.49,1,30407.0,20.61,710.0,0.0,5.0,1061.0,0
22875.0,15.77,3,137000.0,32.3,700.0,0.0,22.0,44174.0,0
35000.0,13.44,2,125000.0,24.19,710.0,0.0,15.0,47300.0,0
2400.0,17.27,3,52000.0,28.38,670.0,1.0,16.0,7763.0,0
25000.0,7.49,0,132000.0,13.83,745.0,0.0,14.0,33231.0,0
8800.0,12.88,2,55000.0,35.52,715.0,0.0,20.0,11331.0,0
2500.0,11.48,1,16488.0,38.06,770.0,0.0,12.0,2469.0,0
8000.0,5.32,0,50000.0,14.86,715.0,1.0,21.0,6452.0,0
20000.0,11.99,2,78000.0,27.1,705.0,0.0,15.0,40405.0,1
35000.0,12.88,2,110000.0,13.39,695.0,0.0,19.0,23315.0,1
15000.0,7.49,0,45000.0,10.67,710.0,3.0,10.0,16173.0,0
16000.0,15.77,3,70000.0,8.78,705.0,0.0,7.0,15986.0,1
10800.0,13.99,2,40000.0,26.13,665.0,0.0,7.0,8192.0,0
7500.0,17.97,3,15000.0,37.2,685.0,0.0,8.0,7933.0,0
16000.0,10.78,1,63000.0,35.19,670.0,0.0,12.0,20672.0,1
9000.0,5.32,0,49000.0,21.63,755.0,0.0,18.0,8775.0,0
9500.0,15.77,3,28000.0,27.95,695.0,0.0,7.0,1844.0,0
10000.0,7.91,0,25000.0,29.91,740.0,0.0,16.0,9053.0,1
6000.0,7.91,0,49000.0,17.92,795.0,0.0,10.0,2212.0,0
15600.0,13.44,2,52000.0,15.37,720.0,0.0,6.0,12329.0,0
35000.0,8.49,1,90000.0,13.36,750.0,0.0,11.0,15448.0,0
5000.0,11.48,1,78000.0,21.21,700.0,0.0,19.0,34764.0,0
20400.0,18.49,3,75000.0,38.65,725.0,2.0,22.0,24345.0,0
8000.0,17.97,3,33130.0,11.52,665.0,1.0,18.0,7610.0,1
16000.0,10.78,1,87500.0,13.74,695.0,0.0,13.0,21151.0,0
18000.0,7.91,0,80000.0,15.56,740.0,0.0,5.0,20724.0,1
35000.0,9.17,1,105000.0,25.07,690.0,0.0,11.0,92939.0,0
13150.0,5.32,0,40000.0,20.25,765.0,0.0,13.0,11221.0,0
5600.0,9.17,1,48000.0,19.85,660.0,0.0,8.0,12503.0,0
23000.0,9.8,1,90247.0,17.09,680.0,0.0,11.0,21039.0,0
12600.0,14.85,2,175000.0,11.75,690.0,0.0,14.0,16659.0,0
11000.0,16.59,3,55000.0,16.85,735.0,0.0,6.0,5739.0,0
4000.0,11.99,2,41501.0,12.9,685.0,0.0,8.0,8485.0,0
20000.0,11.48,1,60000.0,22.62,685.0,0.0,10.0,29929.0,0
10000.0,9.17,1,59307.0,32.7,690.0,1.0,17.0,24399.0,0
18850.0,21.48,4,55000.0,15.56,700.0,0.0,11.0,6069.0,1
21000.0,11.99,2,82000.0,15.07,730.0,0.0,18.0,27092.0,0
10500.0,8.49,1,60000.0,15.39,685.0,1.0,13.0,10760.0,0
4575.0,17.27,3,56000.0,10.03,665.0,1.0,12.0,2380.0,1
5000.0,11.48,1,17000.0,27.9,690.0,0.0,8.0,6378.0,0
8000.0,6.99,0,45000.0,15.15,790.0,0.0,12.0,5890.0,0
5000.0,11.99,2,30000.0,9.16,675.0,0.0,12.0,5426.0,1
9075.0,5.32,0,40000.0,8.39,815.0,0.0,15.0,12854.0,0
12500.0,7.49,0,52000.0,6.83,705.0,0.0,5.0,10009.0,0
19600.0,15.77,3,80000.0,18.99,710.0,0.0,15.0,11038.0,1
35000.0,13.99,2,90000.0,10.97,740.0,0.0,5.0,2193.0,0
28000.0,8.49,1,75000.0,24.83,685.0,0.0,16.0,18002.0,0
14000.0,15.77,3,45500.0,19.24,690.0,0.0,10.0,6297.0,1
16000.0,9.8,1,99906.0,6.97,660.0,0.0,10.0,12632.0,0
14000.0,5.32,0,120000.0,6.73,775.0,0.0,13.0,15686.0,0
24000.0,8.49,1,72000.0,22.8,715.0,0.0,16.0,20014.0,0
35000.0,13.99,2,75000.0,18.19,685.0,0.0,17.0,22755.0,0
8000.0,11.48,1,21610.0,31.06,705.0,0.0,9.0,8898.0,0
3600.0,13.44,2,25000.0,26.45,710.0,0.0,23.0,4419.0,0
10500.0,13.99,2,110000.0,30.73,660.0,1.0,19.0,28822.0,0
3000.0,11.48,1,105000.0,12.09,685.0,0.0,11.0,5560.0,0
16000.0,14.85,2,43000.0,17.11,675.0,0.0,13.0,10130.0,0
8000.0,7.49,0,57000.0,25.01,740.0,0.0,19.0,15916.0,0
19500.0,7.49,0,85000.0,13.74,730.0,0.0,8.0,18662.0,0
2000.0,8.49,1,140000.0,6.78,845.0,0.0,7.0,4110.0,0
16000.0,5.32,0,96000.0,14.45,725.0,0.0,23.0,21922.0,0
3500.0,10.78,1,122400.0,17.97,660.0,0.0,16.0,27242.0,0
24000.0,11.48,1,95000.0,26.89,675.0,0.0,9.0,18255.0,0
6000.0,5.32,0,120000.0,3.98,780.0,0.0,14.0,7763.0,0
24000.0,7.91,0,100000.0,26.83,675.0,1.0,21.0,35994.0,0
14875.0,18.49,3,37231.0,36.3,665.0,1.0,24.0,4665.0,1
10000.0,11.99,2,45000.0,37.55,685.0,0.0,19.0,8339.0,0
15000.0,6.99,0,93000.0,14.86,755.0,0.0,8.0,14914.0,0
10000.0,5.32,0,68000.0,14.61,730.0,0.0,11.0,15206.0,0
24000.0,19.48,4,97000.0,7.23,685.0,0.0,14.0,16424.0,0
23525.0,17.97,3,70000.0,13.33,675.0,0.0,13.0,28738.0,0
11000.0,10.78,1,297000.0,12.69,670.0,1.0,12.0,34746.0,0
24000.0,9.17,1,210000.0,20.16,690.0,0.0,18.0,16417.0,0
16000.0,8.49,1,140000.0,14.68,670.0,2.0,19.0,28430.0,0
15000.0,7.91,0,90000.0,17.07,685.0,0.0,20.0,20125.0,1
5000.0,11.99,2,60000.0,19.56,675.0,0.0,13.0,15996.0,1
15000.0,10.78,1,85000.0,10.14,685.0,0.0,16.0,8768.0,0
15000.0,9.8,1,60000.0,25.56,720.0,0.0,19.0,15448.0,0
3500.0,13.99,2,105000.0,17.65,665.0,0.0,9.0,22712.0,0
20000.0,9.17,1,130000.0,12.77,715.0,0.0,8.0,12187.0,0
35000.0,18.49,3,132500.0,14.48,670.0,0.0,16.0,27946.0,0
2000.0,11.99,2,180000.0,12.66,665.0,0.0,10.0,4016.0,0
12000.0,9.8,1,39500.0,25.43,725.0,0.0,9.0,9332.0,0
8000.0,6.99,0,80000.0,18.92,740.0,0.0,17.0,5387.0,0
10000.0,9.8,1,92000.0,10.55,680.0,1.0,8.0,9560.0,1
35000.0,13.99,2,100000.0,19.43,665.0,6.0,12.0,31610.0,0
25600.0,7.91,0,150000.0,10.88,740.0,0.0,10.0,15837.0,0
4325.0,11.99,2,90000.0,16.96,730.0,1.0,17.0,15676.0,0
6000.0,6.99,0,48000.0,33.78,760.0,0.0,18.0,7204.0,0
18200.0,15.77,3,65000.0,29.28,660.0,0.0,27.0,7411.0,1
10000.0,6.99,0,54000.0,19.38,700.0,0.0,11.0,13447.0,0
30000.0,13.44,2,81000.0,12.03,725.0,3.0,12.0,18471.0,0
13200.0,5.32,0,150000.0,15.45,740.0,0.0,14.0,42605.0,0
10000.0,6.99,0,220000.0,4.76,710.0,0.0,8.0,6666.0,0
3000.0,11.48,1,75000.0,22.82,665.0,1.0,13.0,11907.0,0
20000.0,9.8,1,96000.0,19.04,765.0,0.0,9.0,8516.0,0
13875.0,11.99,2,32500.0,23.53,710.0,0.0,7.0,10580.0,0
18000.0,6.49,0,76000.0,14.4,755.0,1.0,20.0,19182.0,0
15225.0,8.49,1,40000.0,21.21,685.0,0.0,12.0,5278.0,1
16000.0,11.48,1,65000.0,21.16,705.0,0.0,13.0,12669.0,1
21000.0,9.8,1,125000.0,6.2,750.0,0.0,16.0,4994.0,1
13000.0,16.59,3,40000.0,16.74,660.0,0.0,6.0,18114.0,1
20000.0,7.91,0,120000.0,4.99,705.0,3.0,19.0,1801.0,0
31075.0,7.49,0,70000.0,17.18,725.0,0.0,10.0,31640.0,0
18000.0,6.99,0,120000.0,14.88,710.0,1.0,7.0,41266.0,0
5000.0,9.17,1,74967.0,33.39,685.0,0.0,9.0,8770.0,0
4675.0,17.27,3,13000.0,34.07,675.0,1.0,6.0,3394.0,0
6000.0,9.8,1,85140.0,14.42,710.0,0.0,11.0,11210.0,0
12000.0,12.88,2,90000.0,12.62,660.0,0.0,11.0,8275.0,0
13000.0,13.99,2,115000.0,9.9,700.0,0.0,9.0,16440.0,0
1800.0,11.48,1,50000.0,20.38,660.0,0.0,9.0,10140.0,0
4475.0,16.59,3,114000.0,8.36,670.0,4.0,5.0,5153.0,0
14400.0,6.49,0,70000.0,16.32,695.0,0.0,21.0,14446.0,0
5875.0,7.91,0,70000.0,9.53,670.0,0.0,9.0,5814.0,0
20000.0,17.97,3,180000.0,25.1,660.0,0.0,13.0,59126.0,0
10000.0,6.99,0,115000.0,23.26,715.0,0.0,17.0,25824.0,0
34100.0,12.88,2,92892.0,29.14,735.0,0.0,13.0,21449.0,0
24000.0,11.48,1,56457.0,12.37,680.0,0.0,5.0,22849.0,0
5200.0,10.78,1,160000.0,8.0,660.0,1.0,6.0,8211.0,0
16800.0,11.99,2,50000.0,5.76,675.0,0.0,10.0,6920.0,0
10000.0,11.99,2,40000.0,10.95,665.0,0.0,4.0,1252.0,0
22000.0,17.97,3,55000.0,22.34,665.0,1.0,10.0,39840.0,0
28000.0,5.32,0,144000.0,29.88,715.0,0.0,16.0,82471.0,0
7200.0,6.49,0,60000.0,20.68,725.0,0.0,3.0,4727.0,0
18000.0,11.99,2,41000.0,38.35,690.0,0.0,12.0,18982.0,0
8400.0,7.49,0,30000.0,29.2,730.0,0.0,9.0,4008.0,0
5000.0,14.85,2,67000.0,31.08,670.0,0.0,18.0,16036.0,0
5000.0,9.8,1,55000.0,10.93,665.0,0.0,6.0,6846.0,1
2400.0,11.48,1,60000.0,24.14,670.0,0.0,10.0,13450.0,1
15000.0,5.32,0,60000.0,21.48,790.0,0.0,8.0,12370.0,0
6075.0,9.17,1,64400.0,27.37,730.0,0.0,17.0,5633.0,0
20000.0,10.78,1,55000.0,22.58,670.0,0.0,11.0,23324.0,0
6025.0,14.85,2,110000.0,21.32,665.0,1.0,17.0,7047.0,0
8400.0,9.17,1,70000.0,12.96,690.0,0.0,7.0,4595.0,0
15000.0,12.88,2,90000.0,21.17,710.0,0.0,14.0,18385.0,0
12000.0,15.77,3,143000.0,3.61,695.0,1.0,8.0,6198.0,0
28800.0,12.88,2,60000.0,6.68,700.0,0.0,9.0,25166.0,0
5000.0,5.32,0,60000.0,19.22,730.0,0.0,7.0,5832.0,0
5000.0,12.88,2,60000.0,30.24,685.0,2.0,10.0,11687.0,0
31500.0,11.99,2,120000.0,10.55,755.0,0.0,7.0,9374.0,0
24000.0,18.49,3,165000.0,13.05,660.0,1.0,13.0,15347.0,0
20000.0,12.88,2,110000.0,23.89,670.0,0.0,18.0,28645.0,1
24000.0,10.78,1,110000.0,20.82,735.0,0.0,15.0,26534.0,0
21850.0,17.27,3,65000.0,12.74,660.0,2.0,9.0,8964.0,0
9500.0,6.49,0,126500.0,8.67,680.0,1.0,14.0,5951.0,0
20000.0,8.49,1,98000.0,16.7,675.0,1.0,11.0,16876.0,0
20000.0,16.59,3,135000.0,26.92,685.0,0.0,18.0,49831.0,1
20000.0,12.88,2,65000.0,16.93,735.0,0.0,16.0,17336.0,0
12000.0,6.99,0,50000.0,20.12,790.0,0.0,13.0,12242.0,0
10000.0,12.88,2,65000.0,14.73,670.0,0.0,11.0,8358.0,0
12000.0,9.8,1,36500.0,18.91,805.0,0.0,10.0,5940.0,0
12000.0,7.91,0,75000.0,6.4,750.0,0.0,4.0,6873.0,0
6425.0,15.77,3,41000.0,2.87,670.0,1.0,4.0,476.0,0
12700.0,17.97,3,32760.0,34.32,675.0,0.0,21.0,11472.0,0
35000.0,13.99,2,121000.0,9.23,680.0,0.0,27.0,21876.0,0
15000.0,13.99,2,48000.0,31.29,670.0,0.0,6.0,3044.0,1
20550.0,16.59,3,60000.0,26.38,715.0,0.0,12.0,34612.0,0
25000.0,6.99,0,127000.0,25.48,725.0,1.0,10.0,18828.0,0
14000.0,19.48,4,115000.0,13.36,660.0,0.0,7.0,4916.0,0
16925.0,21.48,4,47000.0,22.09,680.0,0.0,10.0,6022.0,1
4700.0,13.44,2,22000.0,17.64,705.0,0.0,12.0,4192.0,0
5000.0,8.49,1,25000.0,13.63,675.0,0.0,17.0,7259.0,0
12000.0,14.85,2,92500.0,17.66,670.0,1.0,12.0,291.0,0
12000.0,9.8,1,55000.0,12.61,660.0,1.0,9.0,5116.0,0
15000.0,6.99,0,117000.0,4.66,700.0,2.0,4.0,2976.0,0
4900.0,13.44,2,123000.0,25.6,685.0,0.0,8.0,4792.0,0
18000.0,7.49,0,70000.0,16.82,690.0,1.0,10.0,19100.0,0
18000.0,14.85,2,48000.0,19.76,660.0,5.0,15.0,3862.0,1
25000.0,17.27,3,120000.0,21.33,660.0,2.0,17.0,35492.0,1
15000.0,12.88,2,50000.0,13.92,665.0,0.0,12.0,14435.0,0
3600.0,11.48,1,97000.0,18.93,660.0,1.0,16.0,7696.0,0
33000.0,8.49,1,92250.0,20.68,735.0,0.0,8.0,12502.0,0
14950.0,18.99,4,68000.0,31.36,685.0,1.0,11.0,5549.0,0
15000.0,12.88,2,154000.0,35.77,730.0,1.0,20.0,19565.0,0
7000.0,16.59,3,30100.0,25.68,680.0,3.0,13.0,13663.0,0
35000.0,12.88,2,98000.0,18.93,690.0,0.0,11.0,40023.0,0
8000.0,8.49,1,58000.0,5.9,730.0,0.0,11.0,42741.0,0
20000.0,11.99,2,40000.0,22.84,710.0,0.0,18.0,13519.0,1
14375.0,19.89,4,80000.0,37.32,695.0,0.0,15.0,27510.0,0
21000.0,9.17,1,85000.0,10.51,705.0,0.0,16.0,22910.0,0
3700.0,12.88,2,65000.0,20.81,700.0,1.0,17.0,3971.0,0
8400.0,9.17,1,85000.0,26.77,660.0,1.0,23.0,14877.0,1
7200.0,11.48,1,22000.0,23.57,750.0,0.0,10.0,1335.0,0
16800.0,8.49,1,85400.0,17.27,705.0,0.0,10.0,10223.0,0
9000.0,5.32,0,150000.0,0.63,795.0,0.0,4.0,4842.0,0
6000.0,13.99,2,43700.0,31.87,660.0,1.0,20.0,2773.0,0
34000.0,10.78,1,76497.0,13.32,705.0,0.0,4.0,34886.0,0
16000.0,12.88,2,91000.0,11.78,665.0,3.0,14.0,9290.0,1
11200.0,8.49,1,70000.0,15.88,685.0,1.0,9.0,21478.0,0
6000.0,7.91,0,50000.0,19.42,785.0,0.0,8.0,5049.0,0
9100.0,6.49,0,84000.0,15.57,730.0,0.0,12.0,8610.0,0
10000.0,6.99,0,60000.0,29.15,710.0,0.0,18.0,7056.0,0
30000.0,27.49,6,115000.0,17.73,675.0,0.0,14.0,50634.0,1
8450.0,11.99,2,37380.0,15.09,670.0,0.0,6.0,3855.0,0
8775.0,22.45,5,75000.0,20.37,660.0,0.0,14.0,7613.0,0
6000.0,5.32,0,72000.0,17.08,690.0,1.0,11.0,23785.0,0
10000.0,5.32,0,75000.0,5.17,770.0,0.0,10.0,13435.0,0
10000.0,15.77,3,128000.0,36.23,685.0,1.0,18.0,23125.0,1
7200.0,17.27,3,22000.0,38.63,700.0,0.0,10.0,20086.0,0
20000.0,14.85,2,75000.0,18.76,705.0,0.0,16.0,59351.0,0
20000.0,9.17,1,95750.0,19.14,685.0,1.0,11.0,5248.0,1
5000.0,5.32,0,130000.0,10.44,720.0,0.0,9.0,16709.0,0
15000.0,9.8,1,35179.0,23.47,705.0,0.0,19.0,12706.0,1
23950.0,17.97,3,160000.0,18.41,675.0,0.0,14.0,13883.0,1
15000.0,10.78,1,160000.0,24.79,670.0,0.0,13.0,38681.0,0
2250.0,8.49,1,60000.0,16.88,690.0,0.0,13.0,1725.0,0
14000.0,13.44,2,40000.0,37.39,670.0,0.0,14.0,16328.0,0
14000.0,12.88,2,80000.0,5.04,660.0,0.0,11.0,7002.0,1
18000.0,7.49,0,83000.0,7.93,700.0,0.0,17.0,13186.0,0
12000.0,5.32,0,72500.0,2.71,745.0,0.0,10.0,7804.0,0
5600.0,10.78,1,46000.0,13.18,660.0,0.0,7.0,8773.0,0
35000.0,16.59,3,83000.0,25.52,700.0,0.0,16.0,35575.0,0
8000.0,12.88,2,43500.0,22.48,700.0,0.0,11.0,2015.0,1
2400.0,13.44,2,26000.0,16.39,670.0,0.0,7.0,1869.0,0
35000.0,17.27,3,98000.0,19.74,685.0,0.0,18.0,13676.0,0
7000.0,12.88,2,55000.0,37.22,735.0,0.0,4.0,34441.0,0
8000.0,11.99,2,23200.0,33.78,675.0,0.0,12.0,13545.0,0
6125.0,17.27,3,70000.0,17.36,690.0,0.0,9.0,2275.0,0
10400.0,13.44,2,150000.0,18.51,670.0,1.0,23.0,29336.0,1
30000.0,7.91,0,134000.0,17.1,725.0,0.0,12.0,11694.0,0
4000.0,14.85,2,30000.0,8.18,665.0,1.0,11.0,5339.0,0
10000.0,10.78,1,125000.0,19.92,685.0,1.0,19.0,13001.0,0
16000.0,7.91,0,50000.0,24.41,715.0,0.0,9.0,12638.0,0
24000.0,17.27,3,67000.0,29.07,690.0,4.0,12.0,5727.0,1
19225.0,26.99,6,56600.0,18.21,710.0,0.0,8.0,7055.0,1
13000.0,12.88,2,130000.0,5.51,705.0,0.0,11.0,6739.0,1
2000.0,6.49,0,35037.0,8.51,760.0,0.0,9.0,2113.0,0
19200.0,5.32,0,50000.0,19.24,690.0,0.0,4.0,10848.0,0
10000.0,13.44,2,140000.0,9.99,660.0,0.0,12.0,9190.0,0
35000.0,7.91,0,165000.0,18.89,710.0,0.0,21.0,53593.0,0
15000.0,12.88,2,60000.0,36.4,675.0,0.0,9.0,5576.0,0
35000.0,15.77,3,84468.0,16.85,665.0,1.0,13.0,23127.0,0
18000.0,8.49,1,55000.0,27.17,670.0,0.0,14.0,22088.0,0
8000.0,9.8,1,40000.0,25.15,685.0,0.0,19.0,11247.0,1
15000.0,12.88,2,50000.0,30.08,805.0,0.0,9.0,75205.0,0
17400.0,8.49,1,175000.0,7.04,695.0,0.0,6.0,3048.0,0
35000.0,11.99,2,156000.0,14.98,710.0,0.0,11.0,39669.0,0
12000.0,9.17,1,100000.0,12.13,745.0,0.0,11.0,1435.0,0
24000.0,9.17,1,66000.0,23.98,665.0,1.0,26.0,11718.0,0
8000.0,7.91,0,66500.0,29.22,725.0,0.0,10.0,15224.0,0
16775.0,19.89,4,74000.0,29.91,675.0,0.0,16.0,9911.0,0
8000.0,8.49,1,48000.0,15.15,670.0,0.0,4.0,7764.0,0
21000.0,10.78,1,100000.0,29.75,730.0,0.0,24.0,45269.0,0
